大tab,品类,名称,指标值,主投链路x产品,视频号/店铺,CTR,CVR,ROI,退款率,客单价,卖点,商品链接,图片链接,素材链接
视频号爆品,背心/吊带,新 100%汉麻透气排湿休闲百搭家居外穿汉麻吊带背心  012,179340.6,直播带货 (14.5%),时集制衣,,,,,59.9,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a1f9d640003b0882da2a05e458ebc1e000000a100004f50,
视频号爆品,背心/吊带,内茵立体支撑带胸垫凉感亲肤吊带,177882.0,直播带货 (73.5%),内茵服饰专场,,,,,58.0,版型:常规 | 季节:夏季 | 卖点:吊带 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a39ee9e00018aba1c4e85b4b0351f15000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,100%亚麻时空集高端防晒V领凉感降温百搭女士欧若风背心马甲8017,175106.0,直播带货 (12.2%),时空集甄选,,,,,88.7,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6951cd2b0008e9030a9e950ab3e91715000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,彩虹多巴胺色夏季新款小众简约百搭无袖后开叉背心极简气质上衣,152621.5,直播带货 (7.1%),吴江区松陵镇权慧毛衣经营部,,,,,36.5,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a2800b3000ec7702c6777d43e107d15000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,丝滑垂感简约V领宽边吊带背心拉夏贝尔.03R.BY宝,137912.7,直播带货 (95.6%),拉夏贝尔她叙服饰,,,,,69.9,版型:常规 | 季节:夏季 | 卖点:吊带 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a54692700097e1e0adec2dc2606bd1e000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,小蝴蝶新中式国风夏季提花遮肉显瘦气质百搭上衣背心,137256.0,直播带货 (98.8%),语诺女装服饰,,,,,39.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a6702d8000ef3aaccaa95db0996daa0000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,【正版】韩系减龄设计感无袖背心吊带女2026夏季新款宽松显瘦上衣,135103.4,直播带货 (101.5%),两把刷子2号店,,,,,43.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a56622300002da90f4e7cfbcaa51715000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,透气凉爽~牛奶丝圆领无袖背心   内搭外穿上衣女,134513.3,直播带货 (76.7%),澳洲羊绒浮力店,,,,,46.9,版型:常规 | 季节:夏季 | 卖点:背心 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a64b9250007970b3cc1130c0996de67000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,北方鹿 自带胸垫！法式蕾丝透气网纱百搭气质U型吊带背心W9970,130778.6,直播带货 (29.5%),北方鹿服饰优选店,,,,,59.1,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6660e457000386ac2f23ef5b1d65b01e000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,【带胸垫款2件装】361度吊带背心带胸垫内搭遮副乳打底欧若拉春夏宽肩带百搭,127287.5,直播带货 (16.6%),361°立茹运动装备,,,,,59.9,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/69a52b920009cd290a47a90344b31715000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,2026夏季无袖吊带背心女夏日辣妹穿搭修身显瘦绑带不规则上衣1384,124303.9,直播带货 (62.4%),依依女装定制,,,,,25.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a604bad000d2b7f149ad6666a07bd1e000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,草本初色张予曦同款超薄凉感女士吊带夏季内衣美背心,116321.0,直播带货 (18.3%),草本初色秀觅内衣店,,,,,57.3,版型:常规 | 季节:夏季 | 卖点:吊带 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a13c60f000663c80ad23b7e7c421f15000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,【豆子推荐】8636 夏季显瘦遮副乳纯色背心休闲百搭圆领背心,112109.2,直播带货 (88.5%),BaBi家豆豆女装,,,,,49.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a081f56000c3f851f8ecb5850a61b15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,莱赛尔凉感撞色 运动休闲内搭显瘦遮副乳弹力百搭无袖背心81513,111793.0,直播带货 (13.7%),川禾佰利服饰,,,,,47.0,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/69fc6e540002cb2a03cc021fac4eab15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,背心/吊带,【V领】韩系v领黑色背心女夏季外穿宽松减龄小香风无袖上衣,100148.3,直播带货 (55.3%),小窝服装,,,,,22.5,版型:宽松 | 季节:夏季 | 卖点:宽松 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a2ab1c4000607c01a4f2d7d1c96b01e000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,MISSWISS【女士小短款防晒衣】618大促 夏季轻薄冰感透气防晒服防紫外线皮肤,893776.0,直播带货 (0.1%),MissWiss慕喜服饰,,,,,290.9,版型:常规 | 季节:夏季 | 卖点:防晒 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a261de20003f79d1bf8ab859c692d1e000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,【FOREVER SPIRIT恒境】新夏季透气情侣连帽户外休闲防晒衣HM26B141,634356.3,直播带货 (57.1%),恒境供应链三店,,,,,64.9,版型:常规 | 季节:夏季 | 卖点:防晒 | 风格:休闲运动,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a143268000b07a22e369fe7a3351f15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,[连帽防晒衣]水陌尚连帽防晒衣女款2026新款冰爽丝滑高弹速干长袖运动,488746.1,直播带货 (50.3%),十三月服饰工厂店,,,,,87.9,版型:常规 | 季节:夏季 | 卖点:防晒 | 风格:休闲运动,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a41e26b00091842b652471c0996c5a7000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,何碧碧HB【轻薄凉感】0620 莱赛尔亚麻简约薄款休闲连帽百搭防晒衣,401030.4,直播带货 (17.6%),何碧生活号,,,,,127.1,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/69febaf20007159a2f83d910ef351f15000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,【BELL HON】夏季新款显瘦长袖宽松防晒衣-BHT00073,344472.0,直播带货 (6.2%),Minimalist 极简衣橱,,,,,138.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SZ/reserved/6a3914b5000697502df5522032ae311e000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,[MM]百搭宽松潮流时尚休闲女装显瘦防晒衣长袖CXFS001,150469.9,直播带货 (29.2%),弥新高定2,,,,,29.8,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/697692ee0006f3c81b669b928de11b15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,【专柜正品】冰感速干轻薄不闷热男女同款防晒衣-6188,146256.9,直播带货 (87.6%),CBD东方优选001,,,,,49.9,版型:常规 | 季节:夏季 | 卖点:防晒 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SZ/reserved/6a5a945c000e58c19684c03009885508000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,[运补4-8米]立领防晒衣瑜伽衣修身百搭显气质,42937.1,直播带货 (97.5%),滨黎严选,,,,,13.9,版型:修身 | 季节:夏季 | 卖点:修身 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a3f8cab0008571dd63231710996ded3000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,防晒服,M 冰丝户外遮阳衫女款短款夏季薄款骑车防晒衣披肩,32573.9,直播带货 (65.2%),GLX花棠,,,,,15.4,版型:常规 | 季节:夏季 | 卖点:防晒 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a3a7f7b0005835023e586a119300315000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【轻羽薄纱】定织天丝亚麻夏季高腰显瘦牛仔裤女直筒阔腿薄款,716162.0,直播带货 (0.0%),屿你牛仔女装店,,,,,99.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a15a6120008a8b22217fa55f92b1f15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【送腰带+运费险】ALi重工刺绣2026夏季薄款七分牛仔裤,592223.8,直播带货 (95.3%),阿瑶女装牛仔11号店,,,,,38.4,版型:常规 | 季节:夏季 | 卖点:牛仔 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SZ/reserved/6a5de04c000c7aeebe9fc1a70988603d000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【送腰带+运费险】重工刺绣2026夏季薄款七分牛仔裤,363090.0,直播带货 (69.3%),阿瑶女装10号店,,,,,39.9,版型:常规 | 季节:夏季 | 卖点:牛仔 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SZ/reserved/6a5ddd3d0002a22fae52b288156aea72000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【爱丽丝专属】1885-2冰皮莱赛尔九分阔腿牛仔裤女2026夏季薄款小个子直筒百搭奶奶裤,230323.8,直播带货 (80.2%),青澜牛仔工厂店,,,,,89.9,版型:宽松 | 季节:夏季 | 卖点:阔腿 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a472ad30002e7db19de934526351f15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,夏季浅色七分阔腿牛仔裤女薄款百搭宽松显瘦垂感直筒中裤,210216.9,直播带货 (0.3%),广州大成牛仔女装服饰,,,,,79.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a0fdeac000db8380c120e0d8a60b01e000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【送黑色腰带】夏季限定“气球裤”气质显瘦遮肉弯刀牛仔裤7753 B,150155.0,直播带货 (63.6%),雪芙女装,,,,,60.0,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a5f1cee0002e6eb1374688f4c501715000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,莎莎专属6981蓝新款2026夏季牛仔裤复古显瘦松紧腰时尚休闲八分裤,141064.5,直播带货 (2.0%),简雅牛仔服饰,,,,,59.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:休闲运动,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a361d54000bacee1ba0ff3291521b15000000a000004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【莎莎专属】6986蓝新款2026夏季哈轮牛仔裤复古显瘦松紧腰时尚休闲七分裤,130162.7,直播带货 (14.4%),简雅牛仔服饰,,,,,59.9,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:休闲运动,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a2aa1cf00098d1f05e6e11af6bf1b15000000a100004f50?imageView2/1/w/400/h/400/q/50,
视频号爆品,牛仔裤,【月牙专属】现货+运费险 蓝色七分裤牛仔短裤女2026夏新款女士外穿美式休闲短裤子,128903.2,直播带货 (21.6%),景诚严选2号,,,,,66.9,版型:常规 | 季节:夏季 | 卖点:牛仔 | 风格:休闲运动,,https://wst.wxapp.tc.qq.com/161/20304/snscosdownload/SH/reserved/6a487bfb000440f29c815f7b0996dcec000000a000004f50?imageView2/1/w/400/h/400/q/50,
机会爆品,休闲裤,AP｜洛哥63271KX/63272KX【进阶版/Th*  R*w裤】羊毛系带百搭休闲裤,1000000.0,达人推广 (100.0%),AP官方旗舰店,,,,,57.1,版型:常规 | 季节:四季 | 卖点:百搭 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3832620161395982664&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_08267b5c43a6620b5f849e7731fdd430_sx_854015_www2300-2300~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,【海盐纸片裤】夏薄款超钛棉九分高腰窄版直筒裤显瘦百搭休闲裤6276,1000000.0,达人推广 (100.0%),郑州楠姐女裤厂家10店,,,,,13.3,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3828719119902048459&origin_type=604,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9546d34326b4f2a3977209506fdb3625_sx_251213_www800-800,
机会爆品,休闲裤,AP｜洛哥71001KC/71003KC【伐木工】精梳棉时尚休闲长裤,1000000.0,达人推广 (100.0%),AP官方旗舰店,,,,,0.0,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3835635806169596233&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_db15c0cb71c6ce3662cc9c6f61e1c0d5_sx_1118975_www2300-2300~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,【三伏天海盐纸片裤】2026夏季新款女裤轻薄日系小个子八九分休闲裤,1000000.0,达人推广 (100.0%),依雅女裤3号店,,,,,13.3,版型:常规 | 季节:夏季 | 卖点:轻薄 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3832485887774687704&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_ab5de1f13407d367506fc84d9f81aaa7_sx_367665_www1024-1024~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,LucasEmilyLouie平平无奇棉质松紧抽绳休闲卫裤2510715,1000000.0,达人推广 (100.0%),02ran20,,,,,57.1,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3805720950931063029&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_fc23202aad730eefe5445cdfab1a14b2_sx_131177_www800-800~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,逸阳省心线雕裤女2026年秋季新款时尚燕麦格雷显高显瘦直筒休闲裤,1000000.0,达人推广 (7.5%),逸阳官方旗舰店,,,,,57.1,版型:修身 | 季节:秋冬 | 卖点:显瘦 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3832455131413217466&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_09c7c09c402ccac662d31146fd16514d_sx_980222_www1440-1440~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,《WI EI》私服裤*羊绒棉舒适设计师双褶舒适阔腿休闲裤W26102305,1000000.0,达人推广 (100.0%),WI EI官方旗舰店,,,,,0.0,版型:宽松 | 季节:四季 | 卖点:阔腿 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3825551952876535904&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/png_m_ae5cfc3c756688c69ecc20ac16024f97_sx_196699_www600-600~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,【海盐纸片裤】夏薄款超钛棉九分高腰窄版直筒裤显瘦百搭休闲裤6276,1000000.0,达人推广 (100.0%),郑州楠姐女裤工厂8店,,,,,13.3,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3826906493261840781&origin_type=604,https://p3-item.ecombdimg.com/img/ecom-shop-material/jpeg_m_9546d34326b4f2a3977209506fdb3625_sx_251213_www800-800~tplv-5mmsx3fupr-re_cp:332:332:q100.jpeg,
机会爆品,休闲裤,AP｜洛哥63209KU/63215KU【海莉裤】高捻棉两色时尚休闲裤子长裤,1000000.0,达人推广 (100.0%),AP官方旗舰店,,,,,0.0,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3829101094890504656&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_c09525d0ac8ef8893d7027151fe0d323_sx_862279_www2300-2300~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,AP｜洛哥63229KF常规/63230KF高妹【卡纸裤】棉直筒复古牛仔休闲裤,1000000.0,达人推广 (100.0%),AP官方旗舰店,,,,,0.0,版型:常规 | 季节:四季 | 卖点:牛仔 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3835625835428184355&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_dc58394e64f19261a7110cd0b0c897c5_sx_1051273_www2300-2300~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,夏末初秋显瘦窄版直筒裤2026爆款高腰宽松显高时尚阔腿裤女裤长裤,1000000.0,达人推广 (100.0%),夏思火服装店,,,,,26.7,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3835036963166093402&origin_type=604,https://p3-item.ecombdimg.com/img/ecom-shop-material/jpeg_m_552f45ad3d043297ad636b66b6a7dc78_sx_384578_www800-800~tplv-5mmsx3fupr-re_cp:332:332:q100.jpeg,
机会爆品,休闲裤,PRASE·噜QC【云感裤】微胖显瘦高腰抽绳垂感时尚直筒休闲裤PR503S48,1000000.0,达人推广 (0.0%),PRASE官方旗舰店,,,,,8000.0,版型:修身 | 季节:四季 | 卖点:显瘦 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3775497066327966223&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_5b319d1d5cc784b7096e1f3644237293_sx_78954_www800-800~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,"TWOI Cream Bear""小奶熊·小熊头系列""「奶油熊头抽绳长裤」",1000000.0,达人推广 (37.5%),TWOI Design Lab旗舰店,,,,,0.0,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:日常百搭,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3782956213306786059&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/png_m_ba5aa878cb8b3de91101c6184dc353b0_sx_3333700_www2000-2000~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,麻色九分阔腿裤女夏季2026新款小个子亚麻直筒裤时尚百搭好看显瘦,1000000.0,达人推广 (100.0%),伊恋汇衣恋汇专卖店,,,,,26.7,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3824876930264596932&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/webp_m_a57ad21acb2cef9abea0a11fa1db4db4_sx_169102_www1080-1080~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,100纯棉早秋韩版洋气小个子薄款九分阔腿弯刀裤女高腰显瘦休闲裤,1000000.0,达人推广 (100.0%),米芮服饰工厂店,,,,,26.7,版型:修身 | 季节:秋冬 | 卖点:显瘦 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3821443043765125380&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_0efa7fb155c4ee27e94fe3330bfc214b_sx_3236780_www3443-3964~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,妞子家韩国代购，休闲裤合集N1,1000000.0,达人推广 (100.0%),妞子家女装N,,,,,57.1,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3830381379619782927&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_273002937dc450e0e28edfa6dc2127d5_sx_177104_www1200-1200~tplv-resize:200:0.webp,
机会爆品,休闲裤,syna希娜『墨影曳步』绵羊皮松紧腰弹力微喇裤,1000000.0,达人推广 (100.0%),syna女装企业店,,,,,571.4,版型:常规 | 季节:四季 | 卖点:休闲裤 | 风格:日常百搭,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3835388843201265911&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/png_m_33b596fd4a499819632512a2108fca9e_sx_3763629_www1993-1993~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,唐发发TFF 早秋新品/高腰显腿长简约百搭直筒休闲裤 826FP701 *,1000000.0,达人推广 (100.0%),TangFaFa官方旗舰店,,,,,0.0,版型:常规 | 季节:秋冬 | 卖点:高腰 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3834853361795072042&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_5daf8f706e087cc664e3f424e33161d9_sx_2351889_www4000-4000~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,【夏季上新】定织定染天丝亚麻夏款女裤立裁挂腰窄版休闲阔腿裤加长,1000000.0,达人推广 (100.0%),池铭服饰工厂店,,,,,57.1,版型:宽松 | 季节:夏季 | 卖点:阔腿 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3820011595615043985&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_5cf9fbe79551f19c93f5b9afc0a9253f_sx_403747_www1200-1200~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,超柔纯棉酵洗直筒裤阔腿休闲裤女2026夏季新款显瘦小个子九分裤,1000000.0,达人推广 (100.0%),会呼吸的女裤,,,,,26.7,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3815752871392182510&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_26b8e0f4f84154f5263f7aa1d3f538f5_sx_223704_www2000-2000~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,夏季新款高腰直筒女裤垂顺显瘦透气百搭休闲裤,1000000.0,达人推广 (100.0%),福缘文坊生活馆,,,,,13.3,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3834471745369276796&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/png_m_e26d50c8d0586abc4fded1c0bd15e57d_sx_1143526_www937-937~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,MissWiss云感垂坠阔腿裤显瘦显腿长运动裤,1000000.0,达人推广 (2500.5%),MissWiss付却专卖店,,,,,26.7,版型:修身 | 季节:四季 | 卖点:显瘦 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3834071514613940525&origin_type=604,https://p3-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_8e89e6521bbbee64d67bd8e330cb599d_sx_495244_www800-800~tplv-resize:200:0.webp,
机会爆品,休闲裤,【CJ.AVAStudio】简序版百搭显瘦弯刀裤宽松日常通勤休闲长裤A2862,1000000.0,达人推广 (100.0%),熊能服装工作室,,,,,0.0,版型:修身 | 季节:四季 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3834640194154397731&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_1b1692ef771451739d31b75a567589ec_sx_196900_www1280-1280~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,逸阳醋酸西装裤女2026年秋季新款显瘦显高百搭阔腿休闲通勤西装裤,1000000.0,达人推广 (2500.5%),逸阳服饰旗舰店,,,,,0.0,版型:修身 | 季节:秋冬 | 卖点:显瘦 | 风格:百搭通勤,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3833936699919040686&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_1f493275ba694979ca16c851b1b6db16_sx_996841_www1440-1440~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,"TWOI Design Lab ""经典必入·腿精裤""「奶油多色抽绳喇叭针织裤」",1000000.0,达人推广 (37.5%),TWOI Design Lab旗舰店,,,,,0.0,版型:常规 | 季节:秋冬 | 卖点:针织 | 风格:日常百搭,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3767315675375337474&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/png_m_d2d66b39f935578d2940bc42b96bfc34_sx_609769_www2000-2000~tplv-dy-shrink:750:750.webp,
机会爆品,休闲裤,COCO ZONE刘一一【莱赛尔绵羊毛】柔软休闲九分裤CF1C1564,1000000.0,达人推广 (100.0%),COCO ZONE官方旗舰店,,,,,0.0,版型:常规 | 季节:四季 | 卖点:九分 | 风格:休闲运动,https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3835032343878434864&origin_type=604,https://p9-aio.ecombdimg.com/img/ecom-shop-material/jpeg_m_c8b8826ad6ae4dd8d2ca58153d6d9d2a_sx_113485_www1200-1200~tplv-dy-shrink:750:750.webp,
